respondent_id,h1n1_vaccine,seasonal_vaccine
39830,0.03,0.18
39831,0.28,0.27
39832,0.1,0.11
39833,0.29,0.27
39834,0.29,0.79
39835,0.12,0.23
39836,0.19,0.57
39837,0.19,0.45
39838,0.23,0.77
39839,0.33,0.7
39840,0.15,0.52
39841,0.39,0.62
39842,0.21,0.27
39843,0.15,0.32
39844,0.18,0.31
39845,0.16,0.75
39846,0.37,0.54
39847,0.24,0.62
39848,0.08,0.14
39849,0.14,0.32
39850,0.82,0.94
39851,0.13,0.37
39852,0.26,0.2
39853,0.24,0.25
39854,0.25,0.35
39855,0.15,0.21
39856,0.16,0.3
39857,0.28,0.61
39858,0.2,0.68
39859,0.3,0.49
39860,0.5,0.67
39861,0.16,0.72
39862,0.13,0.51
39863,0.12,0.26
39864,0.39,0.5
39865,0.3,0.56
39866,0.09,0.17
39867,0.22,0.3
39868,0.65,0.67
39869,0.15,0.67
39870,0.16,0.24
39871,0.15,0.36
39872,0.11,0.17
39873,0.39,0.47
39874,0.1,0.79
39875,0.44,0.33
39876,0.23,0.36
39877,0.05,0.26
39878,0.08,0.14
39879,0.33,0.25
39880,0.28,0.52
39881,0.16,0.15
39882,0.33,0.24
39883,0.47,0.73
39884,0.34,0.27
39885,0.17,0.26
39886,0.27,0.66
39887,0.03,0.23
39888,0.17,0.16
39889,0.28,0.57
39890,0.15,0.38
39891,0.33,0.67
39892,0.17,0.3
39893,0.23,0.7
39894,0.16,0.4
39895,0.32,0.25
39896,0.39,0.5
39897,0.22,0.28
39898,0.07,0.15
39899,0.11,0.12
39900,0.28,0.5
39901,0.14,0.22
39902,0.57,0.61
39903,0.58,0.75
39904,0.19,0.25
39905,0.19,0.42
39906,0.25,0.39
39907,0.21,0.5
39908,0.25,0.53
39909,0.13,0.81
39910,0.2,0.28
39911,0.28,0.18
39912,0.38,0.56
39913,0.21,0.17
39914,0.69,0.82
39915,0.23,0.26
39916,0.05,0.27
39917,0.35,0.34
39918,0.33,0.23
39919,0.14,0.61
39920,0.29,0.71
39921,0.2,0.19
39922,0.32,0.74
39923,0.24,0.52
39924,0.19,0.24
39925,0.22,0.79
39926,0.58,0.49
39927,0.1,0.23
39928,0.16,0.36
39929,0.12,0.2
39930,0.26,0.29
39931,0.25,0.29
39932,0.3,0.67
39933,0.42,0.41
39934,0.22,0.17
39935,0.25,0.27
39936,0.13,0.24
39937,0.29,0.26
39938,0.13,0.19
39939,0.24,0.86
39940,0.41,0.53
39941,0.62,0.79
39942,0.23,0.41
39943,0.57,0.76
39944,0.62,0.86
39945,0.32,0.74
39946,0.27,0.27
39947,0.12,0.6
39948,0.15,0.37
39949,0.19,0.31
39950,0.11,0.28
39951,0.08,0.27
39952,0.27,0.39
39953,0.24,0.39
39954,0.18,0.37
39955,0.12,0.74
39956,0.23,0.29
39957,0.17,0.28
39958,0.61,0.71
39959,0.33,0.37
39960,0.18,0.24
39961,0.24,0.69
39962,0.16,0.42
39963,0.26,0.25
39964,0.34,0.71
39965,0.6,0.82
39966,0.4,0.44
39967,0.69,0.83
39968,0.05,0.27
39969,0.14,0.71
39970,0.49,0.77
39971,0.49,0.4
39972,0.18,0.4
39973,0.08,0.21
39974,0.15,0.76
39975,0.81,0.85
39976,0.12,0.49
39977,0.34,0.4
39978,0.19,0.22
39979,0.55,0.3
39980,0.22,0.21
39981,0.19,0.41
39982,0.1,0.37
39983,0.23,0.71
39984,0.21,0.24
39985,0.08,0.22
39986,0.21,0.51
39987,0.08,0.29
39988,0.62,0.68
39989,0.21,0.3
39990,0.6,0.78
39991,0.63,0.83
39992,0.2,0.59
39993,0.23,0.22
39994,0.66,0.55
39995,0.15,0.21
39996,0.55,0.71
39997,0.18,0.57
39998,0.11,0.66
39999,0.19,0.51
40000,0.11,0.32
40001,0.2,0.55
40002,0.36,0.49
40003,0.23,0.45
40004,0.14,0.25
40005,0.11,0.17
40006,0.26,0.49
40007,0.38,0.77
40008,0.24,0.42
40009,0.18,0.3
40010,0.44,0.66
40011,0.21,0.52
40012,0.43,0.61
40013,0.22,0.52
40014,0.19,0.29
40015,0.29,0.7
40016,0.22,0.62
40017,0.32,0.34
40018,0.24,0.13
40019,0.12,0.26
40020,0.67,0.69
40021,0.25,0.42
40022,0.16,0.19
40023,0.41,0.49
40024,0.83,0.79
40025,0.09,0.36
40026,0.21,0.14
40027,0.29,0.61
40028,0.79,0.68
40029,0.16,0.32
40030,0.18,0.37
40031,0.17,0.08
40032,0.12,0.55
40033,0.39,0.52
40034,0.3,0.28
40035,0.16,0.72
40036,0.39,0.54
40037,0.37,0.9
40038,0.18,0.77
40039,0.41,0.61
40040,0.27,0.73
40041,0.38,0.73
40042,0.23,0.74
40043,0.32,0.68
40044,0.7,0.68
40045,0.25,0.26
40046,0.13,0.37
40047,0.32,0.56
40048,0.18,0.3
40049,0.58,0.63
40050,0.81,0.87
40051,0.4,0.52
40052,0.07,0.23
40053,0.13,0.26
40054,0.24,0.73
40055,0.39,0.5
40056,0.09,0.18
40057,0.67,0.93
40058,0.15,0.24
40059,0.19,0.46
40060,0.13,0.9
40061,0.19,0.74
40062,0.14,0.17
40063,0.48,0.49
40064,0.17,0.79
40065,0.56,0.84
40066,0.36,0.31
40067,0.09,0.3
40068,0.21,0.19
40069,0.57,0.63
40070,0.12,0.57
40071,0.56,0.89
40072,0.18,0.44
40073,0.09,0.56
40074,0.33,0.23
40075,0.3,0.29
40076,0.23,0.51
40077,0.15,0.83
40078,0.15,0.45
40079,0.27,0.57
40080,0.48,0.26
40081,0.28,0.59
40082,0.07,0.23
40083,0.2,0.36
40084,0.28,0.49
40085,0.15,0.48
40086,0.13,0.67
40087,0.44,0.43
40088,0.19,0.65
40089,0.79,0.66
40090,0.11,0.56
40091,0.34,0.78
40092,0.18,0.13
40093,0.24,0.23
40094,0.44,0.59
40095,0.25,0.38
40096,0.17,0.54
40097,0.21,0.55
40098,0.66,0.68
40099,0.52,0.72
40100,0.05,0.18
40101,0.24,0.22
40102,0.38,0.5
40103,0.34,0.85
40104,0.44,0.83
40105,0.38,0.72
40106,0.22,0.53
40107,0.22,0.26
40108,0.33,0.41
40109,0.37,0.71
40110,0.29,0.48
40111,0.16,0.14
40112,0.26,0.18
40113,0.18,0.28
40114,0.18,0.62
40115,0.3,0.76
40116,0.22,0.62
40117,0.1,0.1
40118,0.18,0.32
40119,0.3,0.28
40120,0.15,0.15
40121,0.7,0.79
40122,0.32,0.65
40123,0.59,0.7
40124,0.1,0.39
40125,0.27,0.63
40126,0.27,0.42
40127,0.28,0.47
40128,0.08,0.08
40129,0.22,0.71
40130,0.17,0.35
40131,0.61,0.9
40132,0.11,0.15
40133,0.17,0.18
40134,0.63,0.83
40135,0.14,0.82
40136,0.31,0.35
40137,0.14,0.76
40138,0.17,0.61
40139,0.26,0.46
40140,0.21,0.57
40141,0.21,0.3
40142,0.45,0.74
40143,0.32,0.88
40144,0.13,0.21
40145,0.11,0.34
40146,0.14,0.12
40147,0.28,0.79
40148,0.39,0.64
40149,0.76,0.78
40150,0.43,0.61
40151,0.43,0.66
40152,0.09,0.21
40153,0.47,0.37
40154,0.22,0.28
40155,0.23,0.34
40156,0.48,0.77
40157,0.38,0.54
40158,0.5,0.79
40159,0.44,0.75
40160,0.52,0.61
40161,0.18,0.49
40162,0.21,0.69
40163,0.69,0.74
40164,0.28,0.3
40165,0.22,0.33
40166,0.37,0.34
40167,0.28,0.81
40168,0.23,0.2
40169,0.3,0.61
40170,0.4,0.49
40171,0.37,0.52
40172,0.64,0.86
40173,0.2,0.21
40174,0.26,0.55
40175,0.05,0.75
40176,0.35,0.82
40177,0.34,0.42
40178,0.19,0.56
40179,0.13,0.46
40180,0.19,0.65
40181,0.09,0.2
40182,0.63,0.86
40183,0.46,0.79
40184,0.07,0.14
40185,0.16,0.27
40186,0.22,0.39
40187,0.19,0.17
40188,0.6,0.87
40189,0.22,0.67
40190,0.16,0.58
40191,0.16,0.14
40192,0.41,0.67
40193,0.28,0.64
40194,0.33,0.41
40195,0.28,0.68
40196,0.8,0.87
40197,0.07,0.19
40198,0.4,0.49
40199,0.15,0.87
40200,0.2,0.25
40201,0.64,0.66
40202,0.56,0.66
40203,0.11,0.74
40204,0.26,0.48
40205,0.1,0.4
40206,0.82,0.73
40207,0.24,0.81
40208,0.52,0.81
40209,0.37,0.36
40210,0.13,0.21
40211,0.41,0.4
40212,0.43,0.48
40213,0.34,0.68
40214,0.19,0.3
40215,0.18,0.43
40216,0.39,0.54
40217,0.32,0.42
40218,0.35,0.49
40219,0.23,0.61
40220,0.24,0.43
40221,0.11,0.27
40222,0.17,0.18
40223,0.25,0.3
40224,0.16,0.34
40225,0.25,0.26
40226,0.16,0.07
40227,0.11,0.52
40228,0.26,0.34
40229,0.47,0.39
40230,0.46,0.39
40231,0.22,0.83
40232,0.12,0.79
40233,0.32,0.47
40234,0.28,0.28
40235,0.41,0.78
40236,0.79,0.67
40237,0.23,0.27
40238,0.21,0.3
40239,0.5,0.3
40240,0.41,0.47
40241,0.55,0.8
40242,0.22,0.54
40243,0.1,0.57
40244,0.27,0.63
40245,0.11,0.16
40246,0.44,0.49
40247,0.18,0.39
40248,0.18,0.49
40249,0.19,0.51
40250,0.63,0.81
40251,0.08,0.19
40252,0.61,0.89
40253,0.26,0.25
40254,0.25,0.53
40255,0.07,0.13
40256,0.38,0.6
40257,0.34,0.42
40258,0.14,0.51
40259,0.12,0.16
40260,0.52,0.67
40261,0.16,0.48
40262,0.27,0.58
40263,0.69,0.87
40264,0.17,0.16
40265,0.14,0.24
40266,0.41,0.35
40267,0.26,0.66
40268,0.07,0.14
40269,0.64,0.7
40270,0.2,0.29
40271,0.07,0.44
40272,0.69,0.72
40273,0.45,0.45
40274,0.62,0.8
40275,0.22,0.43
40276,0.13,0.79
40277,0.22,0.64
40278,0.42,0.51
40279,0.71,0.87
40280,0.46,0.7
40281,0.22,0.19
40282,0.27,0.31
40283,0.24,0.44
40284,0.1,0.19
40285,0.17,0.25
40286,0.16,0.3
40287,0.34,0.59
40288,0.22,0.28
40289,0.12,0.71
40290,0.08,0.85
40291,0.26,0.68
40292,0.13,0.46
40293,0.24,0.46
40294,0.19,0.19
40295,0.12,0.19
40296,0.23,0.11
40297,0.04,0.21
40298,0.37,0.23
40299,0.13,0.19
40300,0.23,0.25
40301,0.38,0.53
40302,0.48,0.77
40303,0.04,0.06
40304,0.18,0.24
40305,0.37,0.4
40306,0.17,0.4
40307,0.42,0.54
40308,0.27,0.64
40309,0.35,0.57
40310,0.24,0.2
40311,0.2,0.32
40312,0.11,0.35
40313,0.2,0.19
40314,0.15,0.95
40315,0.11,0.22
40316,0.15,0.74
40317,0.26,0.32
40318,0.11,0.22
40319,0.43,0.82
40320,0.16,0.3
40321,0.23,0.24
40322,0.21,0.23
40323,0.15,0.16
40324,0.05,0.28
40325,0.11,0.34
40326,0.19,0.1
40327,0.1,0.1
40328,0.25,0.4
40329,0.09,0.14
40330,0.41,0.64
40331,0.34,0.8
40332,0.18,0.11
40333,0.48,0.34
40334,0.13,0.62
40335,0.45,0.63
40336,0.2,0.29
40337,0.2,0.81
40338,0.09,0.52
40339,0.26,0.34
40340,0.34,0.78
40341,0.44,0.69
40342,0.02,0.18
40343,0.14,0.72
40344,0.55,0.63
40345,0.23,0.26
40346,0.51,0.85
40347,0.52,0.49
40348,0.17,0.34
40349,0.65,0.88
40350,0.2,0.23
40351,0.51,0.62
40352,0.31,0.67
40353,0.26,0.48
40354,0.17,0.36
40355,0.13,0.23
40356,0.21,0.3
40357,0.27,0.56
40358,0.58,0.41
40359,0.22,0.53
40360,0.29,0.23
40361,0.4,0.65
40362,0.1,0.18
40363,0.13,0.23
40364,0.18,0.82
40365,0.39,0.56
40366,0.22,0.28
40367,0.24,0.57
40368,0.17,0.41
40369,0.18,0.34
40370,0.21,0.5
40371,0.13,0.26
40372,0.1,0.21
40373,0.13,0.14
40374,0.33,0.82
40375,0.19,0.71
40376,0.15,0.54
40377,0.53,0.78
40378,0.26,0.45
40379,0.25,0.4
40380,0.18,0.15
40381,0.09,0.81
40382,0.11,0.19
40383,0.22,0.41
40384,0.3,0.66
40385,0.11,0.19
40386,0.26,0.62
40387,0.43,0.33
40388,0.32,0.46
40389,0.82,0.9
40390,0.31,0.45
40391,0.33,0.76
40392,0.11,0.58
40393,0.51,0.71
40394,0.1,0.25
40395,0.1,0.66
40396,0.54,0.81
40397,0.04,0.15
40398,0.58,0.75
40399,0.2,0.63
40400,0.16,0.26
40401,0.19,0.38
40402,0.16,0.15
40403,0.1,0.27
40404,0.19,0.4
40405,0.31,0.91
40406,0.65,0.88
40407,0.34,0.47
40408,0.11,0.37
40409,0.52,0.34
40410,0.05,0.55
40411,0.25,0.24
40412,0.17,0.71
40413,0.31,0.48
40414,0.18,0.67
40415,0.2,0.2
40416,0.26,0.56
40417,0.04,0.13
40418,0.12,0.51
40419,0.18,0.17
40420,0.12,0.58
40421,0.14,0.42
40422,0.7,0.68
40423,0.56,0.48
40424,0.19,0.35
40425,0.35,0.47
40426,0.25,0.57
40427,0.2,0.15
40428,0.41,0.47
40429,0.63,0.76
40430,0.59,0.81
40431,0.09,0.15
40432,0.07,0.2
40433,0.11,0.13
40434,0.1,0.17
40435,0.22,0.64
40436,0.14,0.17
40437,0.23,0.77
40438,0.46,0.71
40439,0.19,0.54
40440,0.2,0.19
40441,0.47,0.28
40442,0.18,0.35
40443,0.08,0.51
40444,0.33,0.18
40445,0.6,0.64
40446,0.18,0.33
40447,0.68,0.6
40448,0.4,0.51
40449,0.32,0.62
40450,0.19,0.16
40451,0.49,0.77
40452,0.22,0.19
40453,0.69,0.91
40454,0.09,0.14
40455,0.6,0.73
40456,0.4,0.45
40457,0.13,0.7
40458,0.09,0.32
40459,0.72,0.85
40460,0.25,0.75
40461,0.12,0.18
40462,0.46,0.75
40463,0.18,0.69
40464,0.3,0.45
40465,0.16,0.4
40466,0.07,0.59
40467,0.21,0.18
40468,0.13,0.75
40469,0.12,0.66
40470,0.25,0.49
40471,0.25,0.14
40472,0.09,0.21
40473,0.25,0.55
40474,0.31,0.36
40475,0.36,0.62
40476,0.22,0.21
40477,0.37,0.53
40478,0.11,0.21
40479,0.16,0.3
40480,0.47,0.41
40481,0.21,0.35
40482,0.51,0.59
40483,0.03,0.17
40484,0.72,0.93
40485,0.51,0.57
40486,0.24,0.2
40487,0.19,0.33
40488,0.55,0.78
40489,0.35,0.5
40490,0.35,0.58
40491,0.11,0.53
40492,0.37,0.7
40493,0.15,0.61
40494,0.19,0.11
40495,0.4,0.5
40496,0.4,0.7
40497,0.11,0.54
40498,0.22,0.49
40499,0.27,0.4
40500,0.08,0.16
40501,0.28,0.57
40502,0.08,0.22
40503,0.18,0.62
40504,0.1,0.16
40505,0.22,0.41
40506,0.16,0.73
40507,0.18,0.66
40508,0.33,0.56
40509,0.13,0.22
40510,0.28,0.84
40511,0.25,0.44
40512,0.67,0.74
40513,0.09,0.43
40514,0.16,0.89
40515,0.2,0.7
40516,0.39,0.63
40517,0.19,0.23
40518,0.07,0.07
40519,0.39,0.45
40520,0.58,0.88
40521,0.61,0.75
40522,0.16,0.68
40523,0.12,0.51
40524,0.18,0.6
40525,0.57,0.65
40526,0.15,0.43
40527,0.66,0.81
40528,0.18,0.28
40529,0.35,0.21
40530,0.1,0.25
40531,0.18,0.53
40532,0.08,0.22
40533,0.52,0.83
40534,0.3,0.41
40535,0.28,0.36
40536,0.12,0.1
40537,0.26,0.28
40538,0.15,0.81
40539,0.1,0.5
40540,0.36,0.57
40541,0.13,0.84
40542,0.17,0.14
40543,0.1,0.24
40544,0.21,0.39
40545,0.24,0.67
40546,0.1,0.3
40547,0.38,0.39
40548,0.21,0.37
40549,0.17,0.75
40550,0.11,0.26
40551,0.24,0.27
40552,0.15,0.48
40553,0.24,0.22
40554,0.66,0.68
40555,0.11,0.52
40556,0.19,0.21
40557,0.14,0.66
40558,0.55,0.65
40559,0.31,0.69
40560,0.19,0.82
40561,0.18,0.55
40562,0.22,0.23
40563,0.21,0.31
40564,0.35,0.51
40565,0.48,0.28
40566,0.12,0.33
40567,0.61,0.56
40568,0.1,0.27
40569,0.21,0.89
40570,0.64,0.79
40571,0.15,0.61
40572,0.16,0.66
40573,0.09,0.38
40574,0.14,0.72
40575,0.63,0.59
40576,0.03,0.09
40577,0.25,0.23
40578,0.34,0.16
40579,0.12,0.32
40580,0.19,0.31
40581,0.23,0.3
40582,0.58,0.91
40583,0.08,0.19
40584,0.39,0.5
40585,0.12,0.15
40586,0.1,0.17
40587,0.28,0.38
40588,0.12,0.7
40589,0.23,0.45
40590,0.39,0.77
40591,0.16,0.82
40592,0.45,0.58
40593,0.07,0.44
40594,0.08,0.11
40595,0.2,0.66
40596,0.15,0.51
40597,0.17,0.9
40598,0.13,0.51
40599,0.06,0.32
40600,0.17,0.3
40601,0.12,0.47
40602,0.08,0.15
40603,0.19,0.33
40604,0.4,0.27
40605,0.58,0.77
40606,0.47,0.64
40607,0.2,0.68
40608,0.15,0.14
40609,0.12,0.12
40610,0.08,0.19
40611,0.1,0.24
40612,0.35,0.55
40613,0.58,0.57
40614,0.23,0.24
40615,0.13,0.18
40616,0.2,0.37
40617,0.14,0.79
40618,0.16,0.19
40619,0.26,0.76
40620,0.5,0.51
40621,0.13,0.35
40622,0.09,0.16
40623,0.32,0.68
40624,0.65,0.89
40625,0.14,0.78
40626,0.11,0.16
40627,0.21,0.53
40628,0.17,0.22
40629,0.18,0.29
40630,0.09,0.41
40631,0.12,0.3
40632,0.47,0.63
40633,0.22,0.28
40634,0.16,0.49
40635,0.29,0.78
40636,0.16,0.5
40637,0.5,0.85
40638,0.16,0.77
40639,0.28,0.5
40640,0.2,0.71
40641,0.16,0.25
40642,0.32,0.4
40643,0.2,0.29
40644,0.18,0.47
40645,0.26,0.37
40646,0.38,0.82
40647,0.46,0.67
40648,0.31,0.69
40649,0.2,0.61
40650,0.54,0.81
40651,0.3,0.67
40652,0.43,0.49
40653,0.17,0.39
40654,0.11,0.23
40655,0.32,0.38
40656,0.09,0.33
40657,0.3,0.49
40658,0.31,0.49
40659,0.2,0.29
40660,0.27,0.4
40661,0.14,0.14
40662,0.73,0.91
40663,0.43,0.47
40664,0.27,0.43
40665,0.17,0.21
40666,0.06,0.35
40667,0.21,0.37
40668,0.09,0.37
40669,0.09,0.32
40670,0.06,0.29
40671,0.6,0.64
40672,0.55,0.85
40673,0.39,0.54
40674,0.2,0.28
40675,0.53,0.72
40676,0.16,0.19
40677,0.12,0.64
40678,0.47,0.19
40679,0.22,0.28
40680,0.17,0.5
40681,0.34,0.75
40682,0.54,0.81
40683,0.28,0.41
40684,0.1,0.49
40685,0.21,0.81
40686,0.14,0.83
40687,0.61,0.51
40688,0.28,0.44
40689,0.78,0.76
40690,0.08,0.38
40691,0.1,0.13
40692,0.43,0.41
40693,0.12,0.69
40694,0.14,0.8
40695,0.16,0.39
40696,0.17,0.13
40697,0.24,0.24
40698,0.11,0.7
40699,0.63,0.78
40700,0.37,0.51
40701,0.54,0.79
40702,0.52,0.46
40703,0.45,0.57
40704,0.49,0.84
40705,0.28,0.28
40706,0.2,0.29
40707,0.58,0.88
40708,0.5,0.82
40709,0.15,0.44
40710,0.5,0.41
40711,0.25,0.7
40712,0.21,0.22
40713,0.27,0.59
40714,0.08,0.17
40715,0.69,0.76
40716,0.2,0.42
40717,0.15,0.29
40718,0.2,0.48
40719,0.17,0.31
40720,0.12,0.54
40721,0.24,0.73
40722,0.19,0.48
40723,0.17,0.11
40724,0.27,0.27
40725,0.13,0.35
40726,0.28,0.25
40727,0.15,0.18
40728,0.2,0.25
40729,0.16,0.45
40730,0.28,0.37
40731,0.1,0.35
40732,0.19,0.21
40733,0.07,0.91
40734,0.15,0.28
40735,0.35,0.66
40736,0.28,0.48
40737,0.11,0.26
40738,0.37,0.82
40739,0.06,0.14
40740,0.21,0.38
40741,0.1,0.19
40742,0.16,0.32
40743,0.37,0.88
40744,0.34,0.54
40745,0.12,0.7
40746,0.12,0.19
40747,0.22,0.41
40748,0.27,0.53
40749,0.16,0.16
40750,0.33,0.24
40751,0.17,0.72
40752,0.16,0.2
40753,0.41,0.53
40754,0.24,0.54
40755,0.23,0.9
40756,0.19,0.3
40757,0.3,0.5
40758,0.34,0.61
40759,0.23,0.4
40760,0.1,0.73
40761,0.63,0.69
40762,0.29,0.53
40763,0.12,0.22
40764,0.27,0.21
40765,0.33,0.53
40766,0.57,0.77
40767,0.14,0.07
40768,0.27,0.36
40769,0.15,0.13
40770,0.04,0.1
40771,0.15,0.37
40772,0.71,0.72
40773,0.23,0.53
40774,0.17,0.27
40775,0.1,0.08
40776,0.24,0.28
40777,0.37,0.33
40778,0.1,0.09
40779,0.19,0.63
40780,0.1,0.88
40781,0.58,0.77
40782,0.57,0.49
40783,0.25,0.51
40784,0.11,0.21
40785,0.12,0.38
40786,0.16,0.27
40787,0.18,0.35
40788,0.23,0.29
40789,0.07,0.26
40790,0.31,0.8
40791,0.11,0.24
40792,0.16,0.42
40793,0.31,0.17
40794,0.31,0.33
40795,0.2,0.35
40796,0.17,0.29
40797,0.21,0.57
40798,0.22,0.77
40799,0.66,0.79
40800,0.11,0.16
40801,0.18,0.2
40802,0.07,0.16
40803,0.41,0.48
40804,0.92,0.89
40805,0.31,0.52
40806,0.32,0.66
40807,0.33,0.21
40808,0.16,0.31
40809,0.09,0.18
40810,0.2,0.27
40811,0.3,0.79
40812,0.11,0.21
40813,0.15,0.27
40814,0.25,0.17
40815,0.25,0.33
40816,0.13,0.35
40817,0.1,0.13
40818,0.2,0.27
40819,0.13,0.7
40820,0.09,0.25
40821,0.19,0.32
40822,0.34,0.44
40823,0.45,0.54
40824,0.14,0.38
40825,0.27,0.6
40826,0.48,0.72
40827,0.16,0.73
40828,0.17,0.23
40829,0.26,0.69
40830,0.26,0.52
40831,0.19,0.48
40832,0.76,0.7
40833,0.75,0.85
40834,0.07,0.25
40835,0.1,0.5
40836,0.18,0.66
40837,0.15,0.17
40838,0.28,0.59
40839,0.36,0.58
40840,0.39,0.68
40841,0.31,0.53
40842,0.46,0.32
40843,0.47,0.6
40844,0.21,0.41
40845,0.07,0.17
40846,0.4,0.72
40847,0.73,0.65
40848,0.37,0.54
40849,0.18,0.89
40850,0.22,0.5
40851,0.27,0.28
40852,0.1,0.21
40853,0.7,0.83
40854,0.28,0.71
40855,0.1,0.73
40856,0.21,0.63
40857,0.58,0.6
40858,0.21,0.3
40859,0.24,0.26
40860,0.62,0.71
40861,0.17,0.47
40862,0.24,0.25
40863,0.27,0.17
40864,0.16,0.58
40865,0.15,0.35
40866,0.14,0.74
40867,0.18,0.73
40868,0.22,0.43
40869,0.31,0.73
40870,0.04,0.12
40871,0.21,0.34
40872,0.18,0.59
40873,0.69,0.71
40874,0.43,0.74
40875,0.4,0.52
40876,0.72,0.72
40877,0.2,0.39
40878,0.23,0.41
40879,0.14,0.77
40880,0.55,0.88
40881,0.14,0.64
40882,0.63,0.9
40883,0.55,0.72
40884,0.07,0.38
40885,0.23,0.78
40886,0.13,0.29
40887,0.18,0.76
40888,0.37,0.66
40889,0.12,0.87
40890,0.25,0.41
40891,0.21,0.38
40892,0.34,0.41
40893,0.51,0.65
40894,0.25,0.23
40895,0.4,0.52
40896,0.24,0.63
40897,0.54,0.81
40898,0.48,0.67
40899,0.31,0.6
40900,0.06,0.22
40901,0.37,0.34
40902,0.32,0.67
40903,0.14,0.24
40904,0.32,0.62
40905,0.39,0.76
40906,0.6,0.78
40907,0.41,0.35
40908,0.19,0.57
40909,0.24,0.55
40910,0.41,0.52
40911,0.15,0.73
40912,0.2,0.3
40913,0.36,0.45
40914,0.7,0.9
40915,0.22,0.43
40916,0.19,0.35
40917,0.09,0.54
40918,0.4,0.32
40919,0.47,0.76
40920,0.17,0.34
40921,0.15,0.49
40922,0.1,0.3
40923,0.2,0.31
40924,0.31,0.25
40925,0.09,0.2
40926,0.42,0.59
40927,0.09,0.26
40928,0.42,0.66
40929,0.1,0.28
40930,0.33,0.83
40931,0.23,0.29
40932,0.46,0.22
40933,0.78,0.68
40934,0.6,0.9
40935,0.13,0.53
40936,0.28,0.47
40937,0.19,0.3
40938,0.14,0.3
40939,0.27,0.83
40940,0.28,0.35
40941,0.1,0.17
40942,0.08,0.49
40943,0.09,0.05
40944,0.22,0.41
40945,0.12,0.46
40946,0.18,0.37
40947,0.22,0.1
40948,0.22,0.35
40949,0.16,0.56
40950,0.2,0.75
40951,0.71,0.85
40952,0.38,0.6
40953,0.17,0.76
40954,0.23,0.81
40955,0.23,0.5
40956,0.18,0.5
40957,0.22,0.28
40958,0.47,0.59
40959,0.29,0.31
40960,0.47,0.67
40961,0.31,0.31
40962,0.31,0.89
40963,0.17,0.09
40964,0.27,0.52
40965,0.62,0.86
40966,0.08,0.54
40967,0.14,0.29
40968,0.28,0.85
40969,0.18,0.58
40970,0.14,0.34
40971,0.11,0.35
40972,0.22,0.38
40973,0.12,0.21
40974,0.52,0.67
40975,0.65,0.57
40976,0.14,0.37
40977,0.29,0.72
40978,0.05,0.15
40979,0.59,0.84
40980,0.12,0.35
40981,0.19,0.49
40982,0.2,0.21
40983,0.41,0.49
40984,0.22,0.2
40985,0.76,0.83
40986,0.12,0.12
40987,0.67,0.72
40988,0.2,0.3
40989,0.31,0.62
40990,0.19,0.14
40991,0.24,0.48
40992,0.33,0.56
40993,0.28,0.22
40994,0.55,0.68
40995,0.09,0.06
40996,0.38,0.77
40997,0.14,0.56
40998,0.22,0.33
40999,0.2,0.37
41000,0.3,0.63
41001,0.1,0.14
41002,0.22,0.67
41003,0.18,0.84
41004,0.22,0.51
41005,0.35,0.47
41006,0.13,0.26
41007,0.22,0.73
41008,0.22,0.52
41009,0.17,0.3
41010,0.19,0.29
41011,0.35,0.72
41012,0.63,0.81
41013,0.38,0.28
41014,0.08,0.2
41015,0.19,0.77
41016,0.15,0.26
41017,0.06,0.68
41018,0.19,0.25
41019,0.24,0.28
41020,0.11,0.87
41021,0.22,0.43
41022,0.15,0.19
41023,0.12,0.71
41024,0.37,0.6
41025,0.19,0.22
41026,0.18,0.14
41027,0.46,0.8
41028,0.15,0.47
41029,0.1,0.28
41030,0.34,0.46
41031,0.55,0.64
41032,0.2,0.62
41033,0.25,0.33
41034,0.6,0.73
41035,0.08,0.72
41036,0.57,0.71
41037,0.16,0.67
41038,0.65,0.58
41039,0.08,0.17
41040,0.08,0.11
41041,0.44,0.26
41042,0.68,0.54
41043,0.28,0.31
41044,0.22,0.31
41045,0.17,0.76
41046,0.13,0.19
41047,0.24,0.36
41048,0.53,0.46
41049,0.21,0.33
41050,0.32,0.52
41051,0.31,0.82
41052,0.19,0.7
41053,0.56,0.85
41054,0.47,0.3
41055,0.14,0.16
41056,0.18,0.25
41057,0.15,0.15
41058,0.15,0.73
41059,0.16,0.31
41060,0.6,0.46
41061,0.28,0.36
41062,0.17,0.71
41063,0.08,0.21
41064,0.2,0.58
41065,0.28,0.18
41066,0.2,0.1
41067,0.27,0.42
41068,0.23,0.65
41069,0.61,0.78
41070,0.43,0.55
41071,0.16,0.24
41072,0.22,0.38
41073,0.2,0.71
41074,0.2,0.44
41075,0.22,0.3
41076,0.48,0.6
41077,0.24,0.2
41078,0.35,0.54
41079,0.19,0.25
41080,0.17,0.47
41081,0.02,0.67
41082,0.44,0.63
41083,0.25,0.55
41084,0.17,0.56
41085,0.31,0.38
41086,0.09,0.2
41087,0.19,0.75
41088,0.32,0.72
41089,0.43,0.4
41090,0.16,0.34
41091,0.7,0.86
41092,0.15,0.2
41093,0.17,0.36
41094,0.06,0.17
41095,0.25,0.42
41096,0.21,0.09
41097,0.36,0.39
41098,0.24,0.3
41099,0.14,0.52
